Produto,Conglomerado,Cidade,Seg,Canal,Estabelecimento,Bairro,Marca,A03 - PET 500ML,A06 - PET 1500ML,C03 - VIDRO 600ML RET,C04 - VIDRO 600ML DESC,C09 - LONGNECK  250 ML,C10 - LONGNECK 330ML,C11 - LONGNECK 355ML,C14 – LATA 250 ML,C16 - LATA 350ML,E01 - LATA 250 ML,E03 - LATA - 473 ML,E10 - PET 600ML,I04 – PET 500 ML,R01 - PET 237ML,R01a - PET 250ML,R05 - PET 600ML,"R08 - PET 1,5L",R10 - PET  2L,R18a - LATA  220ML,R19 - LATA 270ML,R20 – LATA 310ML,R21 - LATA 350ML
REFRIGERANTE,outros,sao sebastiao,1,1,hp ultrabox atacado e varejo (precos varejo),sao bartolomeu,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,29"
REFRIGERANTE,guara,sia,1,3,db assai atacadista (precos atacado),sia,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,79",,"4,29",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,"5,99",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,,,"5,99",,,,"2,29"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,SUKITA UVA,,,,,,,,,,,,,,,,,,"6,89",,,,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,SUKITA UVA,,,,,,,,,,,,,,,,,,"4,29",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,SUKITA UVA,,,,,,,,,,,,,,,,,,"4,29",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),ceilandia,SUKITA UVA,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,3,db ultrabox atacado e varejo (precos atacado),guariroba,SUKITA UVA,,,,,,,,,,,,,,"1,89",,,,"4,99",,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),ceilandia,SUKITA UVA,,,,,,,,,,,,,,,,,,,,,,"2,29"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp ultrabox atacado e varejo (precos varejo),guariroba,SUKITA UVA,,,,,,,,,,,,,,"1,89",,,,"4,99",,,,"2,29"
REFRIGERANTE,gama,gama,1,3,db ultrabox atacado e varejo (precos atacado),setor norte,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,gama,gama,1,1,hp ultrabox atacado e varejo (precos varejo),setor norte,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,outros,itapoa,1,3,db ultrabox atacado e varejo (precos atacado),itapoa,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,outros,itapoa,1,1,hp ultrabox atacado e varejo (precos varejo),itapoa,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,3,db ultrabox atacado e varejo (precos atacado),estancia,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"5,00",,,,"2,29"
REFRIGERANTE,sobradinho,planaltina,1,1,hp ultrabox atacado e varejo (precos varejo),estancia,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"5,00",,,,"2,29"
REFRIGERANTE,outros,riacho fundo,1,3,db ultrabox atacado e varejo (precos atacado),riacho fundo,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,3,db ultrabox atacado e varejo (precos atacado),sao bartolomeu,SUKITA UVA,,,,,,,,,,,,,,"1,56",,,,,,,,"2,29"
REFRIGERANTE,outros,sao sebastiao,1,1,hp ultrabox atacado e varejo (precos varejo),sao bartolomeu,SUKITA UVA,,,,,,,,,,,,,,"1,56",,,,,,,,"2,29"
REFRIGERANTE,guara,sia,1,3,db assai atacadista (precos atacado),sia,SUKITA UVA,,,,,,,,,,,,,,,,,,"6,89",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,3,db ultrabox atacado e varejo (precos atacado),sobradinho,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp ultrabox atacado e varejo (precos varejo),sobradinho,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,,,,,"2,29"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp supermercado ultrabox,shvp,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,29"
REFRIGERANTE,brasilia,asa norte,1,3,db sam´s club atacadista,asa norte,PEPSI COLA,,,,,,,,,,,,,,"1,42",,"3,29",,"6,00",,"1,80",,"2,32"
REFRIGERANTE,brasilia,asa norte,1,3,db sam´s club atacadista,asa norte,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,71",,"3,71","4,58","6,83",,"1,80",,"2,37"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,39",,"3,79","4,39","6,79",,"1,59",,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,49",,"3,99","4,39","6,99",,"1,59",,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,39",,"3,79","4,39","6,99",,"1,59",,"2,39"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp assai atacadista (precos varejo),areal,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,19",,"1,59",,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,39",,"1,59",,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,39",,"1,59",,"2,39"
REFRIGERANTE,guara,sia,1,1,hp assai atacadista (precos varejo),sia,PEPSI COLA,,,,,,,,,,,,,,"1,49",,,,"6,19",,"1,59",,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),sol nascente,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,69",,"4,49","4,99","7,69",,"1,69",,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp fort atacadista (precos varejo),sol nascente,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,"4,49","4,99","7,69",,"1,69",,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,49",,"3,99","4,39","6,99",,"1,79",,"2,39"
REFRIGERANTE,outros,itapoa,1,1,hp atacadao reis (precos varejo),del lago 2,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,39","3,99","5,99",,"1,99",,"2,39"
REFRIGERANTE,taguatinga,aguas claras,1,2,sp supermercado comper,aguas claras,PEPSI COLA,,,,,,,,,,,,,,"1,99",,"4,59",,"6,79",,"2,69",,"2,39"
REFRIGERANTE,brasilia,asa sul,1,1,hp supermercado comper,asa sul,PEPSI COLA,,,,,,,,,,,,,,"1,99",,"4,59",,"6,79",,"2,69",,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp bellavia supermercados,asa norte,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,59",,,"5,19",,,,,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp supermercado carrefour bairro,asa norte,MINEIRO SABORES,,,,,,,,,,,,,,,"1,29","3,59","3,69","4,99",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,3,db atacadao dia a dia (precos atacado),ceilandia,MINEIRO SABORES,,,,,,,,,,,,,,,,,"3,99","5,79",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,3,db atacadao dia a dia (precos atacado),ceilandia,MINEIRO SABORES,,,,,,,,,,,,,,,,,"3,99","5,79",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,3,db atacadao dia a dia (precos atacado),sul,MINEIRO SABORES,,,,,,,,,,,,,,,,,,,,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp atacadao dia a dia (precos varejo),ceilandia,MINEIRO SABORES,,,,,,,,,,,,,,,,,"3,99","5,79",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp atacadao dia a dia (precos varejo),ceilandia,MINEIRO SABORES,,,,,,,,,,,,,,,,,"3,99","5,79",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp atacadao dia a dia (precos varejo),sul,MINEIRO SABORES,,,,,,,,,,,,,,,,,,,,,,"2,39"
REFRIGERANTE,lagos,lago sul,1,3,db atacadao dia a dia (precos atacado),lago sul,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39",,,,,,,"2,39"
REFRIGERANTE,lagos,lago sul,1,1,hp atacadao dia a dia (precos varejo),lago sul,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39",,,,,,,"2,39"
REFRIGERANTE,guara,sia,1,3,db atacadao dia a dia (precos atacado),sia,MINEIRO SABORES,,,,,,,,,,,,,,,"1,79",,,"5,79",,,,"2,39"
REFRIGERANTE,guara,sia,1,1,hp atacadao dia a dia (precos varejo),sia,MINEIRO SABORES,,,,,,,,,,,,,,,"1,79",,,"5,79",,,,"2,39"
REFRIGERANTE,sobradinho,sobradinho,1,3,db atacadao dia a dia (precos atacado),sobradinho,MINEIRO SABORES,,,,,,,,,,,,,,,,,,,,,,"2,39"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp atacadao dia a dia (precos varejo),sobradinho,MINEIRO SABORES,,,,,,,,,,,,,,,,,,,,,,"2,39"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp assai atacadista (precos varejo),areal,SODA LIMONADA,,,,,,,,,,,,,,,,"3,99",,"5,89",,,,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,SODA LIMONADA,,,,,,,,,,,,,,,,"3,99",,"5,89",,,,"2,39"
REFRIGERANTE,guara,sia,1,3,db atacadao dia a dia (precos atacado),sia,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,"3,79",,,,,,"2,39"
REFRIGERANTE,guara,sia,1,3,db atacadista super adega (precos atacado),sia,SODA LIMONADA,,,,,,,,,,,,,,,,,,,,,,"2,39"
REFRIGERANTE,guara,sia,1,1,hp assai atacadista (precos varejo),sia,SODA LIMONADA,,,,,,,,,,,,,,,,"3,99",,"5,89",,,,"2,39"
REFRIGERANTE,guara,sia,1,1,hp atacadao dia a dia (precos varejo),sia,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,"3,79",,"5,99",,,,"2,39"
REFRIGERANTE,guara,sia,1,1,hp atacadista super adega (precos varejo),sia,SODA LIMONADA,,,,,,,,,,,,,,,,,,,,,,"2,39"
REFRIGERANTE,taguatinga,taguatinga,1,3,db atacadista super adega (precos atacado),sul,SODA LIMONADA,,,,,,,,,,,,,,,,,,"5,99",,,,"2,39"
REFRIGERANTE,taguatinga,taguatinga,1,3,db super adega atacado (precos atacado),norte,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,,,"5,99",,,,"2,39"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp assai atacadista (precos varejo),areal,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,"3,99",,"4,29",,,,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,99",,"4,29",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,"3,99",,"4,29",,,,"2,39"
REFRIGERANTE,guara,sia,1,1,hp assai atacadista (precos varejo),sia,SUKITA LARANJA,,,,,,,,,,,,,,"1,59",,"3,99",,"4,29",,,,"2,39"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp assai atacadista (precos varejo),areal,SUKITA UVA,,,,,,,,,,,,,,,,,,"6,89",,,,"2,39"
REFRIGERANTE,brasilia,asa norte,1,1,hp assai atacadista (precos varejo),asa norte,SUKITA UVA,,,,,,,,,,,,,,,,,,"4,29",,,,"2,39"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp assai atacadista (precos varejo),sul,SUKITA UVA,,,,,,,,,,,,,,,,,,"4,29",,,,"2,39"
REFRIGERANTE,guara,sia,1,1,hp assai atacadista (precos varejo),sia,SUKITA UVA,,,,,,,,,,,,,,,,,,"6,89",,,,"2,39"
REFRIGERANTE,gama,santa maria,1,3,db costa atacadao (precos atacado),santa maria,SODA LIMONADA,,,,,,,,,,,,,,,,"3,79",,"5,99",,,,"2,42"
REFRIGERANTE,gama,santa maria,1,1,hp costa atacadao (precos varejo),santa maria,SODA LIMONADA,,,,,,,,,,,,,,,,"3,89",,,,,,"2,42"
REFRIGERANTE,taguatinga,taguatinga,1,3,db costa atacadao (precos atacado),norte,SODA LIMONADA,,,,,,,,,,,,,,,,"3,79",,"5,99",,,,"2,42"
REFRIGERANTE,taguatinga,vicente pires,1,3,db costa atacadao (precos atacado),shvp,SODA LIMONADA,,,,,,,,,,,,,,,,"3,79",,,,,,"2,42"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp costa atacadao (precos varejo),shvp,SODA LIMONADA,,,,,,,,,,,,,,,,"3,89",,"5,99",,,,"2,42"
REFRIGERANTE,lagos,lago sul,1,3,db atacadao dia a dia (precos atacado),lago sul,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,"3,79","3,99","7,49",,"1,59",,"2,49"
REFRIGERANTE,lagos,lago sul,1,1,hp atacadao dia a dia (precos varejo),lago sul,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,"3,79","3,99","7,49",,"1,59",,"2,49"
REFRIGERANTE,guara,sia,1,3,db atacadao dia a dia (precos atacado),sia,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,"3,99","3,99","7,49",,"1,59",,"2,49"
REFRIGERANTE,guara,sia,1,1,hp atacadao dia a dia (precos varejo),sia,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,"3,99","3,99","7,49",,"1,59",,"2,49"
REFRIGERANTE,gama,gama,1,3,db atacadao dia a dia (precos atacado),setor leste,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,69",,"3,99","3,99",,,"1,99",,"2,49"
REFRIGERANTE,gama,gama,1,1,hp atacadao dia a dia (precos varejo),setor leste,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,69",,"3,99","3,99",,,"1,99",,"2,49"
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,PEPSI COLA,,,,,,,,,,,,,,"1,39",,"3,79",,"5,99",,"2,19",,"2,49"
REFRIGERANTE,taguatinga,taguatinga,1,3,db costa atacadao (precos atacado),norte,PEPSI COLA,,,,,,,,,,,,,,,,,,,,,"2,25","2,49"
REFRIGERANTE,gama,santa maria,1,3,db costa atacadao (precos atacado),santa maria,PEPSI COLA,,,,,,,,,,,,,,,,,,"6,29",,,"2,35","2,49"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp costa atacadao (precos varejo),norte,PEPSI COLA,,,,,,,,,,,,,,,,,,,,,"2,35","2,49"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp costa atacadao (precos varejo),shvp,PEPSI COLA,,,,,,,,,,,,,,,,,,"6,49",,,"2,49","2,49"
REFRIGERANTE,taguatinga,aguas claras,1,3,db atacadao distribuidor (precos atacado),areal,SCHWEPPES TONICA,,,,,,,,,,,,,,,,,,,"2,29",,"2,49","2,49"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp atacadao distribuidor (precos varejo),areal,SCHWEPPES TONICA,,,,,,,,,,,,,,,,,,,"2,29",,"2,49","2,49"
REFRIGERANTE,guara,sia,1,3,db atacadao distribuidor (precos atacado),sia,SCHWEPPES TONICA,,,,,,,,,,,,,,,,,,,"2,29",,"2,49","2,49"
REFRIGERANTE,gama,santa maria,1,3,db costa atacadao (precos atacado),santa maria,SPRITE SABOR ORIGINAL,,,,,,,,,,,,,,,,"3,89",,"6,29","2,49",,"2,49","2,49"
REFRIGERANTE,taguatinga,taguatinga,1,3,db costa atacadao (precos atacado),norte,SPRITE SABOR ORIGINAL,,,,,,,,,,,,,,,,"3,89",,"6,29","2,49",,"2,49","2,49"
REFRIGERANTE,gama,santa maria,1,1,hp costa atacadao (precos varejo),santa maria,SPRITE SABOR ORIGINAL,,,,,,,,,,,,,,,,"3,99",,"6,49","1,75",,"2,59","2,49"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp costa atacadao (precos varejo),shvp,SPRITE SABOR ORIGINAL,,,,,,,,,,,,,,,,"3,99",,"6,49","1,89",,"2,59","2,49"
REFRIGERANTE,taguatinga,aguas claras,1,3,db assai atacadista (precos atacado),areal,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,49"
REFRIGERANTE,brasilia,asa norte,1,3,db assai atacadista (precos atacado),asa norte,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,49"
REFRIGERANTE,ceilandia,ceilandia,1,3,db assai atacadista (precos atacado),sul,FYS SABORES,,,,,,,,,,,,,,,,,,,,,,"2,49"
REFRIGERANTE,ceilandia,ceilandia,1,3,db atacadao dia a dia (precos atacado),sul,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,,"3,99","7,49",,,,"2,49"
REFRIGERANTE,ceilandia,ceilandia,1,1,hp atacadao dia a dia (precos varejo),sul,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,,"3,99","7,49",,,,"2,49"
REFRIGERANTE,sobradinho,sobradinho,1,3,db atacadao dia a dia (precos atacado),sobradinho,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,,"3,99","7,49",,,,"2,49"
REFRIGERANTE,sobradinho,sobradinho,1,1,hp atacadao dia a dia (precos varejo),sobradinho,GUARANA ANTARCTICA,,,,,,,,,,,,,,"1,79",,,"3,99","7,49",,,,"2,49"
REFRIGERANTE,brasilia,asa sul,1,1,hp supermercado carrefour bairro,asa sul,MINEIRO SABORES,,,,,,,,,,,,,,,,"3,99",,"6,19",,,,"2,49"
REFRIGERANTE,lagos,lago sul,1,1,hp supermercado carrefour bairro,lago sul,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39","3,89","4,09","5,49",,,,"2,49"
REFRIGERANTE,gama,rcto das emas,1,1,hp supermercado vivendas express,recanto das emas,MINEIRO SABORES,,,,,,,,,,,,,,,"1,49","3,79","4,29","6,49",,,,"2,49"
REFRIGERANTE,gama,santa maria,1,3,db atacado vivendas (precos atacado),santa maria,MINEIRO SABORES,,,,,,,,,,,,,,,,,"4,49","6,59",,,,"2,49"
REFRIGERANTE,gama,santa maria,1,3,db atacado vivendas (precos atacado),santa maria,MINEIRO SABORES,,,,,,,,,,,,,,,,,"4,49","6,49",,,,"2,49"
REFRIGERANTE,gama,rcto das emas,1,2,sp atacarejo show comprar (precos varejo),recanto das emas,PEPSI COLA,,,,,,,,,,,,,,,,,,,,,,"2,49"
REFRIGERANTE,gama,gama,1,3,db atacadao distribuidor (precos atacado),setor leste,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,79",,,"4,99",,,,,"2,49"
REFRIGERANTE,gama,gama,1,3,db ultrabox atacado e varejo (precos atacado),setor norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,49"
REFRIGERANTE,gama,gama,1,1,hp atacadao distribuidor (precos varejo),setor leste,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,89",,,"4,99",,,,,"2,49"
REFRIGERANTE,gama,gama,1,1,hp ultrabox atacado e varejo (precos varejo),setor norte,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,59",,,,"6,29",,,,"2,49"
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,39",,,,"5,99",,,,"2,49"
REFRIGERANTE,ceilandia,samambaia,1,3,db supermercado bonamix (precos atacado),sul,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,49",,,,"5,99",,,,"2,49"
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,PEPSI TWIST,,,,,,,,,,,,,,,,,,,,,,"2,49"
REFRIGERANTE,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),ceilandia,SODA LIMONADA,,,,,,,,,,,,,,"1,69",,,,"6,49",,,,"2,49"
REFRIGERANTE,ceilandia,ceilandia,1,3,db fort atacadista (precos atacado),sol nascente,SODA LIMONADA,,,,,,,,,,,,,,"1,79",,,,"6,49",,,,"2,49"
REFRIGERANTE,gama,gama,1,3,db bonamix atacarejo (precos atacado),novo gama,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,,,"5,69",,,,"2,49"
REFRIGERANTE,ceilandia,samambaia,1,3,db supermercado bonamix (precos atacado),sul,SODA LIMONADA,,,,,,,,,,,,,,"1,49",,"3,69",,"5,59",,,,"2,49"
REFRIGERANTE,taguatinga,taguatinga,1,3,db fort atacadista (precos atacado),norte,SODA LIMONADA,,,,,,,,,,,,,,,,,,"5,79",,,,"2,49"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp costa atacadao (precos varejo),norte,SODA LIMONADA,,,,,,,,,,,,,,,,"3,89",,"5,99",,,,"2,49"
REFRIGERANTE,taguatinga,taguatinga,1,1,hp supermercado big box,norte,SODA LIMONADA,,,,,,,,,,,,,,"1,75",,"4,09",,,,,,"2,49"
REFRIGERANTE,taguatinga,aguas claras,1,1,hp supermercado big box,aguas claras,SUKITA LARANJA,,,,,,,,,,,,,,"1,75",,"3,69",,"5,49",,,,"2,49"
REFRIGERANTE,taguatinga,aguas claras,1,2,sp supermercado big box,aguas claras,SUKITA LARANJA,,,,,,,,,,,,,,"1,75",,"3,69",,"5,49",,,,"2,49"
REFRIGERANTE,gama,gama,1,3,db bonamix atacarejo (precos atacado),novo gama,SUKITA LARANJA,,,,,,,,,,,,,,"1,39",,"3,69",,"4,69",,,,"2,49"
REFRIGERANTE,outros,itapoa,1,3,db atacadao reis (precos atacado),del lago 2,SUKITA LARANJA,,,,,,,,,,,,,,,,"3,59",,"4,99",,,,"2,49"
REFRIGERANTE,outros,riacho fundo,1,3,db ultrabox atacado e varejo (precos atacado),riacho fundo,SUKITA LARANJA,,,,,,,,,,,,,,"1,89",,"3,49",,"4,99",,,,"2,49"
REFRIGERANTE,ceilandia,samambaia,1,3,db supermercado bonamix (precos atacado),sul,SUKITA LARANJA,,,,,,,,,,,,,,"1,49",,"3,59",,"4,09",,,,"2,49"
REFRIGERANTE,gama,gama,1,3,db bonamix atacarejo (precos atacado),novo gama,SUKITA UVA,,,,,,,,,,,,,,"1,39",,,,"5,19",,,,"2,49"
REFRIGERANTE,ceilandia,samambaia,1,3,db supermercado bonamix (precos atacado),sul,SUKITA UVA,,,,,,,,,,,,,,"1,49",,,,"4,09",,,,"2,49"
REFRIGERANTE,sobradinho,planaltina,1,3,db dist de bebidas nosso bar ,vila buritis ,MINEIRO SABORES,,,,,,,,,,,,,,,,,,,,,,"2,50"
REFRIGERANTE,outros,riacho fundo,1,2,sp supermercado superbom,riacho fundo,SCHWEPPES TONICA,,,,,,,,,,,,,,,,,,,"2,29",,"2,69","2,55"
REFRIGERANTE,ceilandia,samambaia,1,2,sp supermercado superbom,norte,SCHWEPPES TONICA,,,,,,,,,,,,,,,,,,,"2,49",,"3,29","2,55"
REFRIGERANTE,taguatinga,aguas claras,1,2,sp supermercado pao de acucar,aguas claras,MINEIRO SABORES,,,,,,,,,,,,,,,"2,55",,"4,49","5,59",,,,"2,55"
REFRIGERANTE,brasilia,asa sul,1,2,sp supermercado pao de acucar,asa sul,MINEIRO SABORES,,,,,,,,,,,,,,,"1,39",,"5,59","5,59",,,,"2,55"
REFRIGERANTE,brasilia,sudoeste,1,1,hp hipermercado pao de acucar,sudoeste,MINEIRO SABORES,,,,,,,,,,,,,,,,,"4,49","5,59",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,3,db bevia atacadista (precos atacado),itapoa 1,PEPSI COLA,,,,,,,,,,,,,,"1,45",,,,"6,29",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,1,hp bevia atacadista (precos varejo),itapoa 1,PEPSI COLA,,,,,,,,,,,,,,"1,45",,,,"6,29",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,3,db bevia atacadista (precos atacado),itapoa 1,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,45",,,,"5,69",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,1,hp bevia atacadista (precos varejo),itapoa 1,PEPSI COLA ZERO/BLACK,,,,,,,,,,,,,,"1,45",,,,"5,69",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,3,db bevia atacadista (precos atacado),itapoa 1,SODA LIMONADA,,,,,,,,,,,,,,"1,39",,,,"6,35",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,1,hp bevia atacadista (precos varejo),itapoa 1,SODA LIMONADA,,,,,,,,,,,,,,"1,39",,,,"6,35",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,3,db bevia atacadista (precos atacado),itapoa 1,SUKITA LARANJA,,,,,,,,,,,,,,"1,45",,,,"4,95",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,1,hp bevia atacadista (precos varejo),itapoa 1,SUKITA LARANJA,,,,,,,,,,,,,,"1,45",,,,"4,95",,,,"2,55"
REFRIGERANTE,outros,riacho fundo,1,1,hp ultrabox atacado e varejo (precos varejo),riacho fundo,SUKITA LARANJA,,,,,,,,,,,,,,"1,89",,"3,59",,"4,99",,,,"2,55"
REFRIGERANTE,taguatinga,vicente pires,1,1,hp supermercado ultrabox,shvp,SUKITA LARANJA,,,,,,,,,,,,,,"1,89",,"3,59",,"4,99",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,3,db bevia atacadista (precos atacado),itapoa 1,SUKITA UVA,,,,,,,,,,,,,,"1,45",,,,"4,95",,,,"2,55"
REFRIGERANTE,outros,itapoa,1,1,hp bevia atacadista (precos varejo),itapoa 1,SUKITA UVA,,,,,,,,,,,,,,"1,45",,,,"4,95",,,,"2,55"
REFRIGERANTE,outros,riacho fundo,1,1,hp ultrabox atacado e varejo (precos varejo),riacho fundo,SUKITA UVA,,,,,,,,,,,,,,"1,59",,,,"4,99",,,,"2,55"
